RestaurantName,OpenHours,Description,Image,Location,Uuid,Rate
Kushi Tsuru,11:30-21:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/540,Brasília,4c71a5cb-2503-4e17-8d24-53199b911b95,4.4092404627711100
Osakaya Restaurant,11:30-21:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/541,Salvador,e4815477-66db-437f-8d7b-b465f6d22ef6,0.2952828740084210
The Stinking Rose,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/542,São Paulo,d277f876-8cb9-4181-bfb5-2482c008c185,2.5327807415542900
McCormick & Kuleto's,11:30-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/543,Rio de Janeiro,79858e87-17aa-45a9-86a3-b73b52097003,3.7403241543315400
Mifune Restaurant,11:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/544,Feira de Santana,f2a9d146-204e-4ed0-b676-15f1e22afba2,1.5589101320389200
The Cheesecake Factory,11:00-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/545,Fortaleza,cb5ebb97-983f-4106-b3da-e5415a98627c,0.1370867446036080
New Delhi Indian Restaurant,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/546,Palmas,47405671-6c75-4855-b837-e9776b7baf4d,2.0914437930643600
Iroha Restaurant,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/547,Hong Kong,2fe1d7ce-402c-4ff8-841a-403832e36899,1.4307554462555300
Rose Pistola,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/548,Moscou,9357c574-c1f2-4450-8c49-dcf4cc0bbc81,0.9497038586371370
Alioto's Restaurant,11:00-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/549,Nova Iorque,2eadec87-786d-4450-8aee-f54cd325a4f3,0.0271324211487695
Canton Seafood & Dim Sum Restaurant,10:30-22:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/550,Washington,5c923011-73c2-469d-9167-404a605774c5,1.3236938635196300
All Season Restaurant,10:00-21:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/551,Nova Jersey,42f89abe-326c-4146-b1e3-c8d1b9e183c8,0.0182624727253811
Bombay Indian Restaurant,11:30-21:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/552,Toronto,654e61da-cf24-49f4-95ef-9a6f7eb52ade,1.0470014256626400
Sam's Grill & Seafood Restaurant,11:30-21:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/553,Brasília,1b2ee494-4650-4675-adaf-84fb3a9e5bfa,2.6227477624944800
2G Japanese Brasserie,11:30-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/554,Salvador,fbeb7e9e-b34e-4279-8b53-b6cf5d2bd79a,2.2383734026130100
Restaurant Lulu,11:30-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/555,São Paulo,90cb42da-fb99-4837-b8d1-40e9ba4c3546,2.1049749121819600
Sudachi,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/556,Rio de Janeiro,cf97fcd9-90f7-4cb9-876e-8f968a28e064,3.9595302558789500
Hanuri,11:00-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/557,Feira de Santana,ed99c912-bd7c-44e3-adb9-6c2633e92783,0.4444795477510110
Herbivore,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/558,Fortaleza,f543299e-efbd-465c-9aae-037bb866e750,3.2120424960024000
Penang Garden,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/559,Palmas,bdeed1c0-7fac-4d93-8dd8-1af73e9f2964,3.5706124568307700
John's Grill,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/560,Hong Kong,26b2bd6d-fca4-458a-920c-7a1849fff6e4,4.1798464175911100
Quan Bac,11:30-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/561,Moscou,9f1b318e-905e-4847-94ae-602c1bc82034,2.6962242526428300
Bamboo Restaurant,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/562,Nova Iorque,8ef1ea39-9f7f-48e2-b136-854f6f9e01e4,0.5742539421486050
Burger Bar,11:00-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/563,Washington,f112aba5-cb16-41b4-bc9a-20f36cb8b4fd,1.7680825369052800
Blu Restaurant,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/564,Nova Jersey,d53ae201-54f8-4a19-9554-b5ff1f461dbe,0.7912366149321200
Naan 'N' Curry,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/565,Toronto,78f3aa30-4b33-46ec-af90-90e1c9958ee8,0.0951215398569344
Shanghai China Restaurant,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/566,Brasília,29eaa3a0-455b-41d3-89f8-805261c747d0,1.2105936685948900
Tres,11:30-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/567,Salvador,71b128f4-f70a-4cc5-9eef-5b9bf963716e,1.0654656960072800
Isobune Sushi,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/568,São Paulo,caf8dfb8-8c17-44e0-9a7c-cedd9c6332ad,2.7957332867039600
Viva Pizza Restaurant,11:00-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/569,Rio de Janeiro,71a1f1b9-a408-4860-848a-52c799062f05,2.4696630339097400
Far East Cafe,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/570,Feira de Santana,17a07d73-912d-446d-a43c-5347da4dac99,2.4617177275482100
Parallel 37,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/571,Fortaleza,03f008fe-fbc1-4343-a1a8-b30bb06f2a6a,2.2140325400566400
Bai Thong Thai Cuisine,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/572,Palmas,ef9d0818-21c8-4df4-a49e-712dd9082497,0.8165694603386810
Alhamra,11:30-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/573,Hong Kong,fd562be3-fbd8-41b3-90bf-f11dcb71ae26,4.2409171149322300
A-1 Cafe Restaurant,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/574,Moscou,211ad8c5-ce3c-40d2-9353-efe6b831d578,0.5233683594076770
Nick's Lighthouse,11:00-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/575,Nova Iorque,d333c739-5d71-40e8-91d6-11feedb42fe8,1.8315071169044600
Paragon Restaurant & Bar,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/576,Washington,3ba57c6d-3c98-400c-931d-d8d8b68309b6,0.9332843925982810
Chili Lemon Garlic,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/577,Nova Jersey,3d1ffc7a-d23c-4d7a-91d0-0014c1d1e938,3.4144614328529800
Bow Hon Restaurant,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/578,Toronto,070db537-9e08-408b-97b0-6c31b051a719,4.8853675137046200
San Dong House,11:30-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/579,Brasília,8c235088-d47b-4493-8ae2-ce7916bacc2d,0.7556131072469020
Thai Stick Restaurant,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/580,Salvador,e1a31845-0d75-447a-902c-c653589d1ba6,2.8188196138729100
Cesario's,11:00-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/581,São Paulo,ee0a003a-30fc-4e48-8d62-739a20025e4b,0.3795646324914270
Colombini Italian Cafe Bistro,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/582,Rio de Janeiro,2be0d491-c6a1-4139-89d4-c90ba7c8adb2,4.0868373399753300
Sabella & La Torre,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/583,Feira de Santana,ae6b62e4-d8cc-4a87-affc-19c026563a4a,0.1450072223022300
Soluna Cafe and Lounge,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/584,Fortaleza,8b1122a8-88ca-4f2d-b008-66b5dc46313b,4.6653313384241800
Tong Palace,11:30-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/585,Palmas,a162a8e0-ef2f-49ef-8f6e-06788fbaf824,3.6373497331839800
India Garden Restaurant,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/586,Hong Kong,bd9901ff-7545-47ec-bf1a-abccb929d8dd,2.2104092108875600
Sapporo-Ya Japanese Restaurant,11:00-23:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/587,Moscou,acf0da78-0b3f-4bd5-9949-8799487c77d1,1.9830268309138800
Santorini's Mediterranean Cuisine,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/588,Nova Iorque,01d6e91b-042e-4f65-89cc-3fc30815a4bb,1.6090771642056400
Kyoto Sushi,11:00-17:30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/589,Washington,02e6cffb-31e1-4cb5-bdd0-fd452f28b32c,0.5611207110762210
Marrakech Moroccan Restaurant,9:00-22:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed aliquam enim eu felis mollis convallis. Sed lobortis finibus magna in ornare. Suspendisse id lorem scelerisque, ornare nibh in, euismod mauris. Phasellus rhoncus ac lacus a vestibulum. Nullam efficitur porta libero ac mattis.",https://picsum.photos/960/590,Nova Jersey,7bdedcad-f2ee-4e18-b124-f860634ceaf8,1.0899379350895500